text;abortion
Aborto é uma questão de saúde e como tal, deve haver uma política pública que trate desse assunto. Pessoas continuarão abortando, sendo proibido ou não, a diferença é que enquanto for proibido, elas farão isso clandestinamente, colocando as próprias vidas em risco. Se a vida é sagrada, precisamos cuidar da vida das moças que já estão aqui e tiveram uma gravidez indesejada, que se levada adiante, tende a impactar negativamente a vida da mulher e da criança, seja a curto ou a longo prazo. Acho que no mínimo, essa decisão deveria ser tomada por pessoas que são impactadas por essa pauta, e não por homens ricos e pertencentes a uma geração que já está se distanciando demais da realidade atual.;for
A vida começa a partir da concepção, e não do nascimento da criança. Desta forma, tirando os casos raros de que se constata ser fruto de um estupro ou mesmo de que a criança não terá expectativa alguma após o nascimento, vejo que o aborto não deva ser legalizado.;against
A crença de que o feto recebe vida na fecundação tem origem religiosa. Sendo o estado laico, não deveria decidir pelas mulheres. Uma mulher deve ser capaz de decidir se deseja ou não continuar a sua gravidez. Existem diversos fatores que podem levar uma pessoa a decidir por um aborto, entre elas o financeiro, apoio familiar, problemas de saúde, etc.;for
Entendo que todas as mulheres devem ser respeitadas no seu direito de escolha, porém, ocorre que este assunto tem que ser tratado a nível de saúde pública, disponibilizando a todas métodos contraceptivos e eliminando abortos feitos de maneira insegura.;neutral
A mulher tem o direito de decidir o que quer para si própria. Embora eu seja contra o aborto, sou a favor da legalização, pois muitas mulheres acabam por morrer ao fazerem abortos clandestinos.;for
Respeitada a avaliação clínica de período gestacional decorrido adequada à realização do aborto, deve ser soberana a decisão de interrupção da gestação por parte da mulher, sem ser submetida a qualquer tipo de constrangimento para efetivação de sua escolha. Porém acredito que a mulher que assumiu esta escolha, deva se submeter obrigatoriamente a assistência social para orientações sobre métodos de controle de natalidade, evitando banalizar a prática do aborto. Nos casos onde a gravidez decorre de ações tipificadas como crime contra a integridade física da mulher ou risco à saúde do bebê ou gestante, a assistência social não se aplicaria.;for
Prefiro a prevenção ao aconselhar uma mulher abortar, claro em caso de estrupo o aborto poderia ser liberado. Em uma pesquisa que não tenho base nenhuma pra responder, diz que a maioria das mulheres que fazem aborto sofre transtorno psicológicos decorrentes do homicídios que praticaram.;against
A legalização do aborto seria de grande ajuda para a mulher poder escolher o que quer com o seu corpo de uma forma mais segura. Pois hoje em dia, muitas mulheres morrem por conta de abortos feitos de forma clandestina. A legalização traria maior segurança para os processos.;for
 O aborto deve ser legalizado desde que o sistema público de saúde ofereça os meios para um aborto seguro para todas. O aborto é um procedimento que vai ser realizado quer queiramos ou não, quer sob a luz do sol ou quer sob a calada da noite. Hoje em dia, por mais que o aborto seja ilegal no Brasil, milhares de mulheres morrem todo ano vítimas de métodos e práticas clandestinas ou inseguras de aborto. E pontuo que são mulheres de classes menos favorecidas, as mulheres de classe média-alta em diante conseguem praticar o aborto em segurança (ou em alto-mar, ou em algum país no exterior onde o aborto é legal, ou importando os remédios via sites pró-aborto, que não são baratos). Dado isso, o que parece é que o aborto é possível para quem tem possibilidade financeira de fazê-lo e quem não tem dinheiro está sob a tutela da sorte. Por isso, o governo deveria oferecer uma possibilidade segura de aborto, para haver um acesso democrático ao procedimento. Além disso, deve haver, paralelamente, uma campanha de educação sexual e dos danos psicológicos do aborto (como ele é traumático, etc.), para que a recorrência ao aborto seja apenas em casos de extrema emergência e, com isso, que o acesso ao procedimento seja usado de forma consciente. Um bom exemplo dessas duas ações em conjunto é Portugal, que mostrou ao mundo ótimos resultados: aumento do IDH das mulheres, diminuição dos abortos, e a quase extinção de mortes por procedimentos clandestinos de aborto.;for
Obrigar a alguém fazer algo em que não se deseja e não se planeja é no mínimo trágico. A impotência de não poder ter opção, não fazer nada a respeito e simplesmente aceitar é desesperador. O resultado destas ações em cadeia é abandono posterior, má criação, cuidados em condições precárias e um arrependimento de não ter tido a chance de planejar, criar e sustentar de uma maneira diferente.;for
O tema do aborto é um tema de saúde pública, mais do que um direito individual ou familiar. Eu particularmente não o faria, mas concordo com sua legalização pois a mulher ou a família que rejeita o filho vai acabar usando métodos extremos, colocando em risco sua saúde. Ademais deveríamos investir mais em educação sexual nas escolas, nos postos de saúde, nas famílias. É comprovado que a taxa de gravidez está relacionada à baixa escolaridade e à falta de perspectiva de vida, principalmente entre as mulheres. ;for
"O aborto hoje já ocorre, muitas mulheres abortam com diversos métodos, seja pelo uso de remédios, drogas, ou em clínicas clandestinas, e isso pode trazer inúmeras consequências. Nada mais justo do que legalizar e realizar algo que já é um ""hábito"" de forma mais segura e humana para todos. Cabe a cada mulher decidir se quer ou não o filho que carrega, nós não sabemos a história ou o que aconteceu para tomar esta decisão.";for
O direito do aborto quando a gravides aponte riscos para o feto e/ou para a grávida deve ser uma decisão unicamente para a gestante. O direito do aborto quando a gravides é decorrente de uma agressão sexual sofrida pela gestante é um direito da vítima solicitar o aborto, desde que tenha apontado que sofreu a agressão previamente.  Quando a decisão do aborto é devido a uma situação socioeconômica ela só pode ser autorizada se ambos os pais biológicos autorizarem o aborto.;for
Talvez sim, observando-se as necessidades sociais envolvidas, estupro, doenças degenerativas, sobrevivência da mãe, morte cerebral, etc.... Como é um tema polêmico creio que a sociedade nossa ainda não tem maturidade para desenvolver sequer o momento de se fazer ou não um aborto.;neutral
Não existe razão lógica para defesa do aborto. O que deve ser protegido é o direito do novo ser. A ciência não tem um consenso sobre quando se inicia a vida. Então não se pode assumir uma probabilidade de 50% de estar matando alguém.;against
"Novamente são valores religiosos que condenam essa prática, mas o estado é laico e não deveria interferir. O feto até determinado momento não possui consciência, então o aborto não seria um ""assassinato"", pior é deixar o indivíduo nascer e ter uma vida extremamente difícil, pois não era desejado seu nascimento.";for
Creio que em casos de estupro e abuso sexual, ou em casos em que a gravidez possa colocar em risco a vida da mãe, ou seja constatado alguma má formação ou deficiência do feto, o aborto deveria ser legalizado.;neutral
A legalização do aborto é necessária para afirmar o poder da mulher de decidir sobre o seu próprio corpo, visto preservativos serem amplamente aceitos na sociedade, a ideia de prevenir um nascimento, por qualquer motivo que seja, deveria também ser aceita.;for
O aborto deveria ser legalizado pois o nascimento de crianças não desejadas só gera mais problemas para a sociedade, com pais ausentes e despreparados teremos mais criminosos e moradores de rua, por exemplo.;for
As mulheres poderiam ter mais autonomia para a realização dos abortos em condições seguros. Também teriam acompanhamento psicológico. E o processo de aceitação do pedido de aborto também deveria ser criterioso, fazendo a mulher refletir bem sobre esse decisão, e envolvendo, quando identificado, o pai da criança, já que ela é de responsabilidade de ambos, e não somente da mulher.;neutral
Cada um tem o direito de decidir o que fazer com seu corpo, cada coisa tem seu tempo e só a pessoa pode julgar o que é certo para ela. Melhor abortar do que a criança crescer e meia ambiente ruim em vários sentidos para ela.;for
O corpo que carrega o feto é que deve querer dar à luz ao ser humano e até mesmo carregar por durante vários meses. E dado o fato de que muitas pessoas não possuem educação sexual preventiva, como preservativos masculinos ou anticoncepcional, há várias vítimas de estupro, pode haver complicações tanto para o feto quanto para a mãe, o aborto deve ser legalizado;for
O aborto deve ser legalizado porque é direito da mulher o que deve gerar ou não seu corpo, pois só ela será responsável por essa criança no futuro. Se querem interferir no direito de abortar uma criança, isso significa que devem ter responsabilidade sobre o futuro da criança caso a mãe não tenha condições, e isso não é o que ocorre.;for
Acredito na legalização do aborto até o sistema central do feto estar completo. Como não acredito na existência de alma, não vejo nenhum motivo para impedir o nascimento de uma criança que ainda não tem consciência. Ainda mais sendo que o aborto pode impedir o sofrimento de um novo ser.;for
